88;7798160700030;Premezcla pizza Delicel 500g;;;;3460,00
2604;783970986474;Cerveza Cofee Stout Dorfler;;;;3210,00
2615;2615;Empanadas de verdura x 3 uni. Sol de invierno;;;;4850,00
2616;7798191490047;Galletitas con chips Abucel;;;;800,00
2620;7794710010024;Leche descremada Veronica;;;;2250,00
2626;2626;Ñoquis Chuño;;;;6000,00
2632;7794059001097;Sopa verdura c/municiones Teramo;;;;4650,00
2633;7794059001080;Municiones Teramo;;;;4650,00
2634;7794059001066;Rigatoni Teramo;;;;4650,00
2635;7794059001042;Penne Rigate Teramo;;;;4650,00
2636;7794059001127;Tirabuzon espinaca Teramo;;;;5250,00
2638;7798293000205;Hojaldritas Naquet;;;;2050,00
2639;7794059001103;Lasagna Teramo;;;;5400,00
2640;2640;Fecula de mandioca x peso (P-9);;;;2818,00
2641;2641;Harina de arroz x peso (P-8);;;;2887,00
2647;7798195940395;Pan de molde feteado Destaccados;;;;5650,00
2649;2649;Harina sorgo Celidarina x peso (P-10);;;;4292,00
2650;2650;Goma Xantica x peso (P-11);;;;46048,00
2664;7793913013436;Crema x 200 c.c Tregar;;;;1830,00
2674;7794786910167;Alfajor choc blanco c/ nuez Dantelli;;;;1250,00
2676;7794059001059;Tirabuzon Teramo;;;;4650,00
2677;7798359330093;Doninas naranja s/azucar;;;;2510,00
2688;7794786910051;Alfajor triple Dantelli;;;;1600,00
2689;7793913013009;Leche deslactosada Tregar;;;;2100,00
2690;7798181511417;Bizcochos salados Smams;;;;1900,00
2691;7798144941121;Palitos salados Dimax;;;;2480,00
2711;7790895643729;Ades durazno 200ml;;;;950,00
2718;2718;Bizcochos queso Chuño;;;;3300,00
2719;7798120329578;Saborizador Albahaca Bon wert;;;;2100,00
2720;7798120329509;Saborizador verduras Bon wert;;;;2100,00
2721;7798120329547;Saborizador Finas hierbas Bon wert;;;;2100,00
2722;7798372110184;Barra manzana + arandanos Vitalgy;;;;1200,00
2723;7798372110177;Barra arandanos + almendras Vitalgy;;;;1200,00
2724;7798372110207;Barra chocolate + caju Vitalgy;;;;1200,00
2725;7798372110191;Barra cacao + almendra Vitalgy;;;;1200,00
2727;7790495004395;Tostaditas quinoa Yin Yang;;;;1000,00
2728;7790495004401;Tostaditas chia Yin Yang;;;;1000,00
2730;7798100464145;Choco. blan. x 500grs Mapsa;;;;6870,00
2731;7798100464121;Choco. leche x 500grs Mapsa;;;;6870,00
2732;7798100464138;Choco. semia. x 500grs Mapsa;;;;6870,00
2734;7798421750026;Alfajores blancos Sol de invierno;;;;1350,00
2735;7790495004371;Lentejas Yin yang;;;;1980,00
2736;7790495004173;Maiz pisingallo Yin yang;;;;1430,00
2737;7798412270335;Esencia de vainilla Yamay;;;;1370,00
2742;7793913012996;Leche descremada Tregar;;;;1680,00
2744;7793706000858;Papas ciboulette Julicroc;;;;1850,00
2745;7798332890347;Papas cheddar Julicroc;;;;1850,00
2746;7793706000940;Papas asado Julicroc;;;;1850,00
2747;7790895643750;Ades naranja 200ml;;;;950,00
2748;7798128150020;Disco arroz Frisbix;;;;1400,00
2750;7797257000886;Naranja + durazno Ivess;;;;1100,00
2751;7797257001104;Limon Ivess;;;;1100,00
2753;7798120329530;Saborizador gallina Bon wert;;;;2100,00
2755;7622202038099;Galletitas Oreo;;;;2000,00
2759;2759;Snack bon o bon x 100grs (P-12);;;;26924,00
2760;7798332890507;Bee croc Julicroc;;;;1360,00
2761;7790495001431;Lentejon Yin yang;;;;2940,00
2762;7790495002803;Arroz yamani integral 1 Kgr Yin yang;;;;4700,00
2763;7798169900271;Premezcla brownie Doña Pacha;;;;5350,00
2766;754697508270;Scon con nuez Palluzzi;;;;3300,00
2768;788115970820;Premezcla base sarraceno Nutrizio;;;;6350,00
2770;7790071080218;Tostadas clasicas arroz Riera;;;;1950,00
2771;7790495003817;Semillas pop Yin yang;;;;650,00
2772;7790495003855;Harina de garbanzo Yin yang 250g;;;;1820,00
2773;7790495005439;Arroz carnaroli Yin yang;;;;3500,00
2774;7793913013689;Yogur natural s/azucar Tregar;;;;1290,00
2777;7798120329523;Saborizador carne Bon wert;;;;2100,00
2778;7798336831049;Tapas para empanadas vegana Argenti;;;;2600,00
2781;7793323024886;Premezcla pizza Dicomere;;;;2250,00
2782;7793323024879;Premezcla pan Dicomere;;;;2250,00
2783;7793323024862;Premezcla universal Dicomere;;;;2250,00
2784;2784;Aji molido Dicomere;;;;1580,00
2785;7793323005069;Oregano Dicomere;;;;620,00
2786;2786;Ajo granulado Dicomere;;;;1290,00
2787;7793323005083;Pimenton ahumado Dicomere;;;;1410,00
2788;2788;Provenzal Dicomere;;;;1220,00
2789;2789;Pimenton dulce Dicomere;;;;1230,00
2792;7797257000725;Citrus Ivess;;;;1100,00
2793;7797257000848;Pomelo Ivess;;;;1100,00
2794;7797257000978;Naranja Ivess;;;;1100,00
2795;7797257001036;Manzana Ivess;;;;1100,00
2796;736684208714;Pasta de mani cacao Entrenuts;;;;3400,00
2797;7798079234381;Obleas vainilla Santa Maria;;;;2300,00
2798;7798079230833;Obleas limon Santa Maria;;;;2300,00
2800;7798144940100;Fideos frescos Dimax;;;;3200,00
2804;2804;Tarta pollo Chuño;;;;6600,00
2805;7790538010246;Nachos queso Macritas;;;;2090,00
2806;7790538010222;Nachos ketchup Macritas;;;;2090,00
2807;7790538000667;Nachos original Macritas 90g;;;;1950,00
2808;7790538010314;Nachos original Macritas x 200gr;;;;3300,00
2809;7793323004918;Fecula de papa Dicomere;;;;4350,00
2810;7793323005137;Coco rallado Dicomere;;;;950,00
2811;7793323024299;Psyllium husk Dicomere;;;;7950,00
2812;2812;Ajo en polvo Dicomere;;;;1050,00
2813;2813;Albahaca Dicomere;;;;660,00
2814;7793323005052;Curcuma Dicomere;;;;1340,00
2815;763571861110;Fideos laminados al huevo El colono;;;;2850,00
2816;763571861141;Fideos laminados morron El colono;;;;2850,00
2817;763571861172;Fideos laminados espinaca El colono;;;;2850,00
2819;7790495005996;Copos maiz natural Yin yang;;;;2250,00
2820;7790495004210;Lino marron Yin yang;;;;1000,00
2821;7798134783069;Galletitas vainilla Trini;;;;2600,00
2822;7798134783045;Galletitas cacao Trini;;;;2600,00
2823;7798134783052;Galletitas limon Trini;;;;2600,00
2824;714604009283;Galletitas cacao + mani Celienergy;;;;2000,00
2825;2825;Harina de almendras x peso (P-13);;;;26837,00
2826;77969095;Beldent mentol;;;;680,00
2827;7793706000339;Bolitas crocantes Julicroc;;;;1170,00
2828;7793706000964;Mix croc Julicroc;;;;3280,00
2829;7798181510496;Pan molde semillas Smams;;;;3600,00
2830;7798181510489;Pan molde clasico Smams;;;;3600,00
2831;7798079234398;Obleas coco Santa Maria;;;;2300,00
2832;7798079234367;Obleas frutilla Santa Maria;;;;2300,00
2833;7798160700221;Premezcla ñoquis Delicel;;;;5080,00
2834;7798128410117;Galletitas vainilla x 500gr Aglu;;;;3940,00
2836;7793323004895;Harina de garbanzo Dicomere;;;;2030,00
2837;7793323024329;Harina quinoa Dicomere;;;;2550,00
2838;7798101202999;Barra proteica Fit Crunch;;;;1500,00
2839;2839;Galletitas Chuño;;;;2240,00
2840;7798345570182;Alfajor negro Amadda;;;;1550,00
2844;7798221642101;Salvado de avena Bio;;;;4650,00
2845;7798221642125;Copos de avena Bio;;;;4650,00
2846;7798221642118;Avena extrafina Bio;;;;4650,00
2847;7798221642095;Avena tradicional Bio;;;;4650,00
2848;2848;Pan de pancho x 6 uni Sol de invierno;;;;2650,00
2849;714604009290;Galletitas de nuez Celienergy;;;;2000,00
2850;7790538010215;Nachos ahumados Macritas 90g;;;;2090,00
2851;7790538010239;Nachos jalapeño & queso Macritas 90g;;;;2090,00
2852;7790538010208;Nachos blue Macritas 90g;;;;2090,00
2856;727373158977;Granola proteica Celula 240g;;;;5750,00
2857;2857;Harina de garbanzo x peso (P-14);;;;4984,00
2858;2858;Premezcla Vida x peso (P-15);;;;3530,00
2859;2859;Premezcla Vida x 5kgrs;;;;16500,00
2860;7790495006030;Copos maiz con azucar Yin yang 420g;;;;2250,00
2861;7790495003923;Harina arroz integral Yin yang 500g;;;;2500,00
2863;7798079230321;Palitos de queso Santa Maria;;;;3180,00
2864;7793913013207;Queso crema clásico Tregar;;;;2550,00
2865;7793913013214;Queso crema light Tregar;;;;2550,00
2866;614143678998;Barras choco mani Que lo paleo;;;;1200,00
2867;763571762882;Alfajorcitos maicena Le soleil;;;;3000,00
2868;2868;Redondelas Mapsa x peso (P-16);;;;11067,00
2869;2869;Tartines capresse Sol de invierno;;;;6350,00
2870;7798169900301;Premezcla pasta Doña pacha;;;;3740,00
2871;7798082000645;Cuadraditas de chocolate Natuzen;;;;1900,00
2872;7798082000652;Cuadraditas de coco Natuzen;;;;1900,00
2873;7798144941053;Budin vainilla Dimax;;;;3450,00
2874;7798144941305;Budin con chips Dimax;;;;3450,00
2876;7798144941336;Galletitas semillas Dimax;;;;2700,00
2877;7798144940490;Bizcochitos queso Dimax;;;;3000,00
2878;714604308522;Azucaradas negras Vivir libre;;;;2730,00
2879;714604308515;Azucaradas blancas Vivir libre;;;;2730,00
2880;714604308485;Bizcochitos  Vivir libre;;;;2630,00
2883;754697508256;Scon con chips Palluzzi;;;;3300,00
2884;754697508294;Pepas membrillo Palluzzi;;;;3300,00
2885;783970986481;Cerveza IPA Dorfler;;;;3210,00
2886;7798144941213;Medallones soja Dimax;;;;2800,00
2887;7798144940551;Budin con frutas Dimax;;;;3450,00
2888;7798144940568;Budin marmolado Dimax;;;;3450,00
2890;7798184451055;Garbanzo jamon Fit beans;;;;1230,00
2891;7798184451048;Garbanzo queso Fit beans;;;;1230,00
2892;7793913013726;Queso blanco light Tregar;;;;3420,00
2894;7798160700566;Premezcla pan integral Delicel;;;;3900,00
2895;7798160700528;Bizcochos pizza Delicel;;;;1950,00
2896;7798160700542;Bizcochos oliva Delicel;;;;1950,00
2897;7798160700535;Bizcochos queso Delicel;;;;1950,00
2898;7798336830417;Tapas empanadas rotiseras Argenti;;;;3200,00
2899;7798424130016;Alfajor blanco Geselinos;;;;1250,00
2900;2900;Bocaditos de dulce de leche stevia Trini;;;;230,00
2902;7798195940296;Snack veggie tomate Via vita;;;;1290,00
2903;7798195940302;Snack veggie garbanzo Via vita;;;;1290,00
2904;763571722411;Aceite coco Entrenuts 200c.c;;;;4200,00
2908;7798128150013;Disco arroz dulce Frisbix;;;;1400,00
2909;736684208738;Pasta de mani crocante Entrenuts;;;;3400,00
2910;7798123142433;Barrita Mani choco Nutrres;;;;1300,00
2911;7798123142440;Barrita crocante mani Nutres;;;;1200,00
2913;7798290581905;Leche de quinoa Biba;;;;3700,00
2915;7798400310050;Galletitas malteadas saladas Halina;;;;3160,00
2916;7798400310067;Galletitas malteadas dulces Halina;;;;3160,00
2917;7790495005132;Semillas quinoa Yin yang;;;;2280,00
2918;7790495005156;Semilas chia Yin yang;;;;2750,00
2919;781718851657;Pan rallado Intipan;;;;3530,00
2920;7798161301052;Alfajor fresa s/azucar Cerro azul;;;;1680,00
2921;763571794357;Alfajor de arroz marroc Felicite;;;;560,00
2922;763571794340;Alfajor arroz limon Felicite;;;;560,00
2923;7793913002119;Chocolatada Tregar;;;;900,00
2924;714604010838;Galletitas nuez bañadas Celienergy;;;;3500,00
2925;7798082000553;Rebozador de arroz Natuzen;;;;2130,00
2926;7798088142981;Aceite oliva Oleovares del sol;;;;5100,00
2927;7798128410285;Galletitas con chips de chocolate Aglu;;;;2250,00
2929;7798181510656;Budin con frutas Smams;;;;4470,00
2930;7798332890569;Papas sabor huevo frito julicroc;;;;1850,00
2931;7793323024404;Cebolla en polvo Dicomere;;;;1280,00
2932;7793323024411;Cebolla deshidratada Dicomere;;;;1300,00
2933;7798189590162;Mani natural Entrenuts;;;;1250,00
2934;7798189590179;Mani salado Entrenuts;;;;1250,00
2935;7798189590216;Mani cebolla a la crema Entrenuts;;;;1250,00
2936;7790380270133;Mantecol caramel x 111gr;;;;2500,00
2937;7790895649806;Ades almendra;;;;3380,00
2938;7798340790356;Alfajor con mousse de limon Franks;;;;900,00
2939;5798250093242;Snack Bon o bon x 800 grs;;;;20100,00
2940;7793323024787;Texturizado de garbanzo Dicomere;;;;3150,00
2941;7793323004406;Harina de coco Dicomere;;;;2250,00
2942;2942;Pan bollitos Chuño;;;;2850,00
2943;7790495005309;Avena gruesa Yin yang;;;;4450,00
2944;7790495005293;Avena instantanea Yin yang;;;;4450,00
2945;7790495005880;Sorgo pop Yin yang;;;;450,00
2946;7891991304870;Cerveza Stella Artois;;;;5660,00
2947;7790380270126;Mantecol coco;;;;2500,00
2948;7790380270119;Mantecol cafe;;;;2500,00
2949;7790495001356;Arroz yamani pop Yin yang;;;;750,00
2950;7793913000139;Queso rallado Tregar;;;;1680,00
2951;754697508317;Merenguitos Palluzzi;;;;3300,00
2952;736684239176;Polvorones vainilla Palluzzi;;;;3300,00
2953;736684239169;Polvorones marmolados Palluzzi;;;;3300,00
2954;7798332890552;Papas ketchup Julicroc;;;;1850,00
2955;7797257000121;Agua Ivess 500ml;;;;900,00
2956;7797257000145;Agua con gas Ivess 500ml;;;;900,00
2957;2957;Pan de campo Sol de invierno;;;;1620,00
2958;2958;Pizzetas con muza Sol de invierno;;;;3690,00
2959;2959;Sandwich jamon y queso Sol de invierno;;;;4300,00
2960;7798195940401;Pan molde semillas Destaccados;;;;5650,00
2961;7898954933689;Pan hamburguesa Schar;;;;5200,00
2962;2962;Pizza con muzzarella Chuño;;;;6400,00
2963;7798412270267;Canela Yamay;;;;1520,00
2964;7798412270274;Jengibre Yamay;;;;1320,00
2965;7794786920432;Snack cheddar Dantelli;;;;1650,00
2966;7798434840011;Barra banana/ddl Epico;;;;1500,00
2967;4336204840088;Barra manzana/canela Epico;;;;1500,00
2968;7798033680667;Snack Miel y Vainilla Samurai;;;;2400,00
2969;7798033680650;Snack semilla y cacao Samurai;;;;2400,00
2970;7798033680605;Snack Queso Samurai;;;;2400,00
2971;7798033680674;Snack quinoa y ddl Samurai;;;;2400,00
2972;2972;Brownie Sol de invierno;;;;1620,00
2973;763571648513;Karnevil medallon Felices las vacas;;;;2580,00
2974;763571648506;Chickenvil medallon Felices las vacas;;;;3130,00
2975;724751007674;Nuggets pollo Felices las vacas;;;;4860,00
2976;724751014108;Mila carne Felices las vacas;;;;3900,00
2977;763571765197;Medallon espinaca Felices las vacas;;;;2440,00
2978;763571765180;Medallon calabaza y choclo Felices las vacas;;;;2440,00
2979;721450780839;Falafels Mundo vegetal;;;;4040,00
2980;7798332890644;Papas fritas provenzal Julicroc;;;;1850,00
2981;714604308539;Snack queso Vivir libre;;;;3750,00
2982;714604308546;Snack fugazzeta Vivir libre;;;;3750,00
2983;714604308560;Tortillas Vivir libre;;;;3380,00
2984;714604308553;Galletitas surtidas Vivir libre;;;;3680,00
2985;7798407950136;Premezcla falafel Gula;;;;3500,00
2986;7798407950143;Premezcla hamburguesa Gula;;;;3690,00
;;;;;;
